20348114144336.594, 8.35469779006658
9593212756765.725, 8.812644865696038
4587112708200.038, 9.46922027429124
33431266537492.305, 8.212792967733028
62416093943270.74, 7.64101840559341
108533974178128.38, 7.512374250054685
178358220236891.75, 6.8592002352386885
243788461899443.34, 5.922538190570789
293336571697605.4, 4.8366673761788475
358017355234133, 3.8777969682526394
384680068939073.8, 2.886768174540442
407599775542589.9, 1.995990300173241
431885066155278.44, 1.3800821671521624
464180873580865.06, 0.9368109440811043
492089049791211.2, 0.5485987055304791
507112858952697.8, 0.3153615311319297
507632057195251.25, 0.22621496189282136
537816239212491.1, 0.16229299530469346
554204622501680.94, 0.09503195831549346
595850539908471.4, 0.05774586534013219
596630159950633.5, 0.03777058172153131
640880945460211.8, 0.03083616395021859
660072110510322.6, 0.021319349240483506
651256749860814.5, 0.01677065113926144
719770429351839.1, 0.013196464230366732
818288807005254.5, 0.010775318025672153
879179445492090.1, 0.008170956622821853
1058888710127780.1, 0.004875732076410612
1204645343503441.2, 0.003190220870012312
1514124958800440.8, 0.0018348692699880827
1930407667972227.2, 0.0010360721419786097
